"","TCGA-3X-AAV9-01A","TCGA-4G-AAZT-01A","TCGA-W5-AA2G-01A","TCGA-W5-AA2O-01A","TCGA-W5-AA30-01A","TCGA-W5-AA33-01A","TCGA-W6-AA0S-01A","TCGA-ZH-A8Y2-01A","TCGA-ZH-A8Y6-01A","TCGA-ZU-A8S4-01A","TCGA-W5-AA2I-11A","TCGA-W5-AA2Q-11A","TCGA-W5-AA2R-11A","TCGA-W5-AA2U-11A","TCGA-W5-AA2X-11A","TCGA-W5-AA30-11A","TCGA-W5-AA31-11A","TCGA-W5-AA34-11A","TCGA-ZU-A8S4-11A"
"ENSG00000008018.9","5681","7435","3481","5044","3228","2753","4866","2768","5063","9110","4242","2929","3815","4169","3186","3623","4259","5226","3469"
"ENSG00000008056.14","87","52","40","97","68","64","51","107","29259","86","12","15","177","7","18","52","7","34","68"
"ENSG00000008083.14","1225","225","736","402","1262","1025","748","957","1025","1272","180","215","325","253","265","235","351","295","210"
"ENSG00000008086.13","876","175","592","235","1695","5159","1203","1529","1065","513","130","114","157","177","215","239","205","335","153"
"ENSG00000008118.10","118","19","34","8","65","71","34","35","18","33","8","17","1","4","7","20","10","5","5"
"ENSG00000008128.23","31","104","28","49","49","49","27","50","42","35","31","12","4","22","28","11","21","26","24"
"ENSG00000008130.15","2028","878","3146","2085","2730","2102","1872","1721","4295","1842","2821","1940","2470","1568","2256","2036","3047","3212","2862"
"ENSG00000008196.13","26","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000008197.5","0","0","0","144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000008226.20","62","26","24","65","55","40","22","25","36","31","41","34","50","60","56","39","69","72","14"
"ENSG00000008256.16","2464","458","1061","825","1446","1485","1475","1401","1631","1008","159","300","166","199","286","377","145","221","183"
"ENSG00000008277.14","441","26","71","17","370","449","336","447","14","85","28","11","19","13","24","34","13","11","8"
"ENSG00000008282.9","5229","3151","4863","4955","4861","9000","5606","5952","4529","5426","1712","1327","1951","1705","1875","1727","1859","2170","1611"
"ENSG00000008283.16","7156","6378","3514","4827","6521","4154","5454","4219","7805","3546","711","347","585","306","646","570","652","773","867"
"ENSG00000008294.21","3550","1042","3726","3314","3062","4873","4244","5461","5229","3823","1408","1315","2640","1979","1772","1774","2126","2541","1556"
"ENSG00000008300.17","285","21","24","141","354","624","82","302","2762","151","20","20","21","37","28","30","20","23","16"
"ENSG00000008311.15","868","55","748","788","510","538","649","599","2312","1358","2981","1760","3968","4743","4336","2844","5357","2396","3875"
"ENSG00000008323.15","1404","653","419","667","1276","706","661","325","853","187","261","169","126","116","148","141","169","184","143"
"ENSG00000008324.12","512","568","259","449","463","311","337","301","579","729","391","282","380","417","390","396","347","432","351"
"ENSG00000008382.16","424","1577","545","1020","620","796","747","670","832","640","783","569","492","627","479","488","659","1021","674"
"ENSG00000008394.13","1971","4061","9605","8932","13414","5512","210","7426","12390","12746","39146","17590","22844","23458","20982","28385","43277","40005","24665"
"ENSG00000008405.12","1202","385","620","1217","952","906","713","814","1690","909","226","146","1216","603","557","343","553","579","525"
"ENSG00000008438.5","3","0","1","5","5","22","5","5","2","3","1","4","7","0","5","5","10","1","8"
"ENSG00000008441.18","3080","2785","3506","2186","4685","10906","8046","5791","44411","3210","2215","1582","1267","1495","1843","1401","2237","2609","1357"
"ENSG00000008513.16","4186","580","2479","6002","1270","2016","5777","1738","2243","9676","4090","4356","4295","4809","3060","3430","4481","4186","4616"
"ENSG00000008516.17","113","60","72","32","68","174","119","80","20","175","7","23","56","19","96","23","65","24","34"
"ENSG00000008517.18","8135","21078","11603","7130","8352","6915","14830","5351","207","7950","7952","3314","3700","1770","8086","4714","4294","8222","9774"
"ENSG00000008710.20","1399","263","1765","907","2003","2740","1947","1543","5598","1832","745","476","452","299","735","523","524","761","487"
"ENSG00000008735.14","264","272","89","1274","2749","108","215","435","6168","88","27","21","21","16","48","35","8","23","13"
"ENSG00000008838.20","3615","2561","2580","5293","6781","3714","2910","7163","4318","3965","1181","1069","1126","1116","1165","1144","1487","1644","1034"
"ENSG00000008853.17","1024","524","262","471","590","411","344","317","1407","867","140","142","93","98","143","147","90","204","107"
"ENSG00000008869.12","1304","428","1600","1265","1798","2165","1824","2124","4306","959","550","407","621","564","656","678","691","810","533"
"ENSG00000008952.17","7678","3769","8468","4809","5266","6366","8437","3344","8814","4687","5724","4118","6982","6923","5612","5619","7799","8346","5721"
"ENSG00000008988.11","42077","104825","30524","39062","18104","19018","57457","36797","15706","33245","15359","13249","12494","18168","10802","15771","9688","14147","11829"
"ENSG00000009307.16","21842","23879","28352","18763","19406","25338","27369","32740","29421","28435","9169","6727","11114","11291","9158","8588","12370","11033","9195"
"ENSG00000009335.18","3385","991","4436","5435","4637","4795","4945","4639","7751","5201","1564","1120","1898","1220","1527","1315","1915","2733","1883"
"ENSG00000009413.16","665","156","1355","314","842","1414","760","799","3202","573","393","256","413","270","477","248","477","524","498"
"ENSG00000009694.13","30","7","92","17","5","76","9","33","149","12","1227","235","889","350","694","284","612","1071","408"
"ENSG00000009709.12","397","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"ENSG00000009724.17","20","2","1594","729","60","944","23","41","55","46","8572","5142","7233","8077","6668","6629","6582","7158","10037"
"ENSG00000009765.15","102","167","567","204","1937","301","2","689","16443","41","2843","1257","2485","2131","1495","2002","3358","3594","1389"
"ENSG00000009780.16","533","331","281","380","606","475","364","285","919","521","195","131","220","198","319","206","239","295","234"
"ENSG00000009790.15","476","60","175","55","365","526","192","121","80","303","41","99","66","72","84","141","59","51","45"
"ENSG00000009830.12","1400","1066","665","869","879","1191","871","921","1101","1761","310","208","171","154","304","254","236","312","187"
"ENSG00000009844.16","1383","683","1154","1081","1228","1585","1381","1399","2525","2813","939","581","875","905","818","757","1242","1470","891"
"ENSG00000009950.16","172","6889","2830","2149","927","3375","693","1431","1151","138","12934","6361","8206","9336","14628","10250","14532","10678","6682"
"ENSG00000009954.11","3810","2441","5236","5629","5672","6508","5326","6102","5787","4896","1551","981","1973","1411","1634","1588","1989","2303","1359"
"ENSG00000010017.13","1384","283","1379","450","1524","1447","875","1201","2674","1636","734","543","615","703","720","578","858","1085","737"
"ENSG00000010030.14","444","374","62","26","310","93","113","185","212","299","42","41","21","35","37","37","63","44","15"
"ENSG00000010072.16","454","302","318","258","820","687","295","553","584","346","145","106","166","114","175","124","230","247","149"
"ENSG00000010165.20","1342","2009","1440","2455","5601","2730","1631","2620","1995","2187","593","505","575","567","618","586","811","782","601"
"ENSG00000010219.13","577","1152","504","690","554","489","682","299","424","951","236","175","179","228","222","248","185","301","191"
"ENSG00000010244.19","3783","2907","4810","7632","5765","6574","5692","5524","6033","5287","1494","1060","1385","1352","1819","1515","1639","2250","1277"
"ENSG00000010256.11","4639","9352","5696","6395","4396","3911","8415","3883","18191","9718","10563","5774","7959","7518","6465","7089","9541","10668","8339"
"ENSG00000010270.14","1215","618","1523","1925","1088","921","1446","1088","1639","1177","231","270","260","215","287","300","309","394","283"
"ENSG00000010278.15","19647","1886","1715","3813","2649","1560","4995","3445","3640","2849","694","1048","2754","2081","1540","2376","962","700","1480"
"ENSG00000010282.15","0","0","0","0","4","3","1","1","1","2","2","0","2","1","0","1","1","1","0"
"ENSG00000010292.13","2382","989","2331","3527","3725","2418","4405","3248","3512","6407","288","337","205","245","372","365","253","361","272"
"ENSG00000010295.20","970","335","435","274","764","616","396","268","437","1307","457","427","254","349","512","522","428","419","260"
"ENSG00000010310.9","260","63","65","1015","60","116","2267","146","47","153","10","17","11","14","30","16","10","13","8"
"ENSG00000010318.21","95","41","110","61","93","76","97","94","264","158","153","101","105","121","105","158","179","162","95"
"ENSG00000010319.7","1173","640","189","67","348","466","78","478","591","119","91","261","161","280","302","412","102","136","306"
"ENSG00000010322.16","3550","2464","1605","1880","4431","3532","2060","2677","6812","2588","1682","989","1296","1133","2114","1342","1453","2009","1159"
"ENSG00000010327.10","4236","1666","2426","3735","3608","3478","2973","1436","3422","7410","1465","3412","2871","1692","4878","2972","2995","2346","3662"
"ENSG00000010361.14","595","1389","517","569","913","1237","525","1237","609","273","144","212","128","302","239","173","131","139","136"
"ENSG00000010379.16","4","4","135","26","69","65","0","2","51","5","909","414","347","573","516","616","1149","623","547"
"ENSG00000010404.18","464","34","634","132","368","334","476","403","324","183","43","51","82","51","66","47","74","84","62"
"ENSG00000010438.17","270","558","8","28","488","173","932","745","60","1575","175","38","88","30","40","162","115","108","75"
"ENSG00000010539.12","274","261","374","195","348","481","351","373","471","321","142","118","97","76","127","93","135","126","130"
"ENSG00000010610.10","3706","1070","2801","1276","2611","4406","3629","1952","1293","4653","1147","3913","3818","4528","4538","8493","5444","3427","3842"
"ENSG00000010626.15","583","745","263","407","192","175","764","674","413","352","70","42","48","70","127","71","146","131","49"
"ENSG00000010671.16","455","116","192","143","284","385","323","195","58","389","34","108","85","85","118","114","73","58","119"
"ENSG00000010704.18","781","211","1479","1156","702","1039","552","1571","1702","889","564","383","481","506","618","642","788","750","522"
"ENSG00000010803.16","1303","2702","1091","1310","2362","1169","2515","3181","3476","1326","349","200","372","341","415","363","351","371","248"
"ENSG00000010810.17","2682","478","810","1093","1215","1899","837","520","2361","3406","1081","848","873","839","996","1103","1375","1180","1332"
"ENSG00000010818.10","1859","558","1352","561","978","3012","2053","824","4069","1900","211","284","1136","332","494","363","415","498","395"
"ENSG00000010932.17","59","855","23","566","201","1375","450","247","7","9","39","83","5","8","17","35","40","265","36"
"ENSG00000011007.12","1607","1031","1194","1199","1343","1980","960","1173","4394","2288","1548","826","1415","1891","1529","1541","1761","1648","2043"
"ENSG00000011009.11","3038","5861","3131","3312","2316","1970","2676","1963","4552","3997","1571","1435","1877","1817","1956","1803","1879","1823","1649"
"ENSG00000011021.23","705","301","508","411","919","634","511","762","1262","750","423","318","587","433","642","545","405","473","338"
"ENSG00000011028.14","6576","1314","2942","828","3175","4176","2846","1389","1252","5971","590","829","295","581","735","1046","512","670","310"
"ENSG00000011052.21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000011083.9","13","6","4","1","12","3","6","7","7","0","0","0","0","0","5","0","1","3","0"
"ENSG00000011105.14","5227","2684","1839","2594","2656","2093","2218","2050","10855","2173","3568","2521","3456","2681","3498","3071","4945","5382","3983"
"ENSG00000011114.15","1832","681","1061","438","1563","2877","1135","1204","3097","1218","349","292","414","327","465","383","394","691","330"
"ENSG00000011132.12","728","962","599","658","1408","1531","939","1031","833","769","416","355","328","363","389","371","421","453","343"
"ENSG00000011143.19","766","823","381","721","1229","936","458","951","837","723","191","174","110","144","191","180","228","275","140"
"ENSG00000011198.10","758","355","726","503","881","836","445","675","3132","1221","533","549","1138","444","679","447","1071","927","691"
"ENSG00000011201.12","648","34","295","66","168","231","1066","63","150","145","6","50","19","16","32","42","15","24","17"
"ENSG00000011243.18","1179","1152","1065","1988","2528","2678","1901","1328","2190","1353","519","360","392","490","650","469","454","507","324"
"ENSG00000011258.16","923","658","965","1250","2358","1477","1029","2005","1734","393","564","415","485","637","541","470","633","688","507"
"ENSG00000011260.14","1664","1044","1367","2547","1458","1388","1422","1670","1496","1883","383","316","549","509","404","423","537","575","408"
"ENSG00000011275.19","2023","976","2023","1907","2267","2477","2183","2181","2288","1827","610","601","630","658","609","602","820","1075","682"
"ENSG00000011295.16","1547","2700","3475","1318","2694","2115","1903","2377","3376","1631","998","725","1331","900","960","905","1277","1515","1218"
"ENSG00000011304.22","10728","11207","11824","13656","14537","15923","15001","12592","14773","15483","3785","3274","6384","4492","5317","5137","4632","5315","3650"
"ENSG00000011332.19","23","16","15","31","8","17","64","27","16","41","0","2","0","0","1","0","0","1","1"
"ENSG00000011347.10","1657","141","572","4705","516","582","190","35","1129","56","9804","1198","4303","942","3147","2899","9765","16284","7850"
"ENSG00000011376.12","574","245","710","679","929","739","591","727","2041","1161","693","448","726","540","755","624","853","1251","601"
"ENSG00000011405.13","2526","613","2028","1913","4735","3825","2155","3153","5087","1268","777","568","1701","727","1148","947","1227","1390","1101"
"ENSG00000011422.12","2180","714","765","623","1078","1291","3281","335","468","12215","36","311","215","244","262","147","453","36","132"
"ENSG00000011426.11","598","22","1139","1314","1350","1097","1391","712","245","4037","13","34","11","5","22","21","13","10","19"
"ENSG00000011451.21","2573","2491","2416","3297","3913","6298","4231","2697","3522","3136","800","708","809","732","933","800","1065","1103","799"
"ENSG00000011454.18","2169","958","1378","1684","1877","1927","3038","1444","4892","1716","561","500","580","606","764","640","765","839","630"
"ENSG00000011465.18","52366","5825","10228","2739","17103","19454","11887","6201","2570","4859","7587","12297","6602","6462","7888","14537","7768","10320","6224"
"ENSG00000011478.13","551","684","713","1394","616","708","2139","409","404","672","342","283","383","366","358","389","440","337","251"
"ENSG00000011485.15","2793","2336","2271","3004","4023","7021","7376","3700","3209","2393","948","932","1117","1121","1257","1109","1285","1454","1186"
"ENSG00000011523.14","1391","645","996","743","1488","1924","1266","776","1400","894","204","198","180","276","281","325","264","236","206"
"ENSG00000011566.15","1663","1502","3703","1894","4224","4894","2124","3899","3457","1272","497","432","633","597","669","548","659","850","503"
"ENSG00000011590.14","65","7","14","5","22","47","65","10","15","51","1","9","2","7","6","3","4","1","0"
"ENSG00000011600.12","2793","2191","1980","1541","1624","1303","3340","1213","558","3817","379","1709","615","1209","941","1027","614","595","851"
"ENSG00000011638.11","2060","3183","487","1980","1717","448","1976","466","3402","1196","75","98","49","69","108","122","28","49","44"
"ENSG00000011677.13","5","0","0","0","0","1","0","589","0","0","0","4","0","0","0","0","0","0","0"
"ENSG00000012048.23","283","164","503","1271","982","704","473","928","464","1176","375","55","101","58","142","86","274","403","66"
"ENSG00000012061.16","1728","3240","1965","1635","1700","3062","6097","2077","2161","1644","726","714","1230","753","797","863","835","835","718"
"ENSG00000012124.17","581","61","942","1806","506","916","474","91","25","49","8","34","19","94","213","39","122","16","66"
"ENSG00000012171.20","2494","1088","83","214","1272","1041","6789","1723","461","865","81","109","83","152","454","333","200","110","94"
"ENSG00000012174.12","1184","636","2088","1858","931","1660","1888","2009","2683","1151","736","554","854","935","624","749","1007","1111","803"
"ENSG00000012211.13","528","149","316","245","523","308","464","445","323","416","95","107","94","116","127","118","122","135","108"
"ENSG00000012223.13","318","345","60","17","205","645","6","28","41","7094","15","31","33","5","34","24","32","23","46"
"ENSG00000012232.9","2226","1501","1521","1084","1646","1326","1241","1428","5334","3305","376","404","483","393","423","385","340","796","329"
"ENSG00000012504.15","330","1061","816","913","1294","2713","1255","704","582","928","2797","1866","1268","2505","2224","3132","5447","3634","2092"
"ENSG00000012660.14","3602","664","5397","3299","4298","3230","2368","5739","2657","6364","2760","1783","3606","1649","2438","2280","4129","4607","2695"
"ENSG00000012779.11","3131","440","2134","4048","2051","1227","7031","4460","515","1979","54","194","122","92","256","193","141","113","148"
"ENSG00000012817.16","1154","825","0","2417","748","940","1","0","3","770","1038","502","0","0","1075","1092","1231","1","768"
"ENSG00000012822.16","3661","1689","1687","1654","4238","3652","2820","9161","6640","3317","1633","1354","1249","1637","1698","1604","1354","1595","1276"
"ENSG00000012963.15","1353","549","979","704","1125","1690","1095","995","3358","2287","683","432","820","529","599","557","634","818","540"
"ENSG00000012983.11","2347","412","2657","1905","1590","2694","2548","1356","2297","1285","337","332","630","445","515","463","499","585","427"
"ENSG00000013016.16","1221","196","467","648","1392","1244","292","178","809","843","298","618","609","208","746","711","755","571","1080"
"ENSG00000013275.8","4260","4858","4116","5637","4369","4580","6796","4165","3438","3227","1864","1302","1663","1299","1765","1519","1874","2376","1664"
"ENSG00000013288.9","2720","1580","4025","2050","2844","3006","4620","1372","3211","3982","3094","1757","1988","1948","1870","2572","4020","3206","2566"
"ENSG00000013293.6","8","4","0","1","2","2","0","0","571","0","6","0","0","0","1","0","12","13","2"
