"","TCGA-3L-AA1B-01A","TCGA-A6-6653-01A","TCGA-AA-3530-01A","TCGA-AA-3556-01A","TCGA-AA-3858-01A","TCGA-AA-A00D-01A","TCGA-AY-A71X-01A","TCGA-AZ-6599-01A","TCGA-CM-6676-01A","TCGA-D5-6530-01A","TCGA-A6-2678-11A","TCGA-A6-2680-11A","TCGA-A6-5665-11A","TCGA-AA-3511-11A","TCGA-AA-3522-11A","TCGA-AA-3655-11A","TCGA-AA-3660-11A","TCGA-AA-3712-11A","TCGA-AZ-6599-11A","TCGA-AZ-6603-11A"
"ENSG00000008438.5","8","1","6","2","2","0","8","2","3","2","5","7","6","4","15","0","1","7","10","19"
"ENSG00000008441.18","5969","3340","2078","1667","5605","2732","5624","5623","6507","10098","6357","4594","2400","4932","5857","5411","2612","3522","5838","9670"
"ENSG00000008513.16","848","1016","285","230","222","355","146","89","668","785","1308","727","722","1339","1220","564","455","1089","1076","1478"
"ENSG00000008516.17","62","72","28","75","49","153","35","24","53","255","263","184","203","129","451","187","151","368","110","170"
"ENSG00000008517.18","4723","7985","2684","3636","5287","6084","4140","1282","9109","9248","6688","45454","9701","4292","10804","5312","4649","5450","3934","2794"
"ENSG00000008710.20","3254","1144","719","508","844","717","2838","2929","2340","4123","3307","2452","1329","2358","3031","1588","929","2939","3543","4588"
"ENSG00000008735.14","46","41","5","18","159","32","63","12","579","321","114","228","90","143","165","129","70","77","126","239"
"ENSG00000008838.20","5813","3770","1772","3940","3434","1764","6999","4477","7475","5760","4285","4526","2762","4872","5883","3663","2406","3493","5322","3805"
"ENSG00000008853.17","1134","498","299","154","128","235","628","760","1151","1089","500","10075","223","610","510","302","166","296","461","632"
"ENSG00000008869.12","1706","1278","815","756","435","468","2036","1396","1923","1937","2519","2184","1611","2439","3395","1108","894","1955","2236","1507"
"ENSG00000008952.17","4130","4008","2881","4117","1567","1670","7342","6707","5126","6234","6904","7517","3863","6884","7154","6398","4571","4732","6354","6166"
"ENSG00000008988.11","48000","26779","12908","10535","18627","23766","52132","26014","94639","43133","32341","28658","14357","26013","40149","30817","22794","21834","21730","23615"
"ENSG00000009307.16","21839","22539","13461","15001","7863","9509","27372","22060","24678","24929","36664","46881","18230","23708","36256","28333","16369","20761","27053","29922"
"ENSG00000009335.18","7260","5038","2427","3867","2555","2383","6240","4747","6668","5052","6092","5002","3582","4907","6737","4232","2779","4829","5694","3612"
"ENSG00000009413.16","1027","693","557","481","227","335","1055","870","698","1017","1412","1100","739","1346","1564","867","484","1136","1529","1540"
"ENSG00000009694.13","13","0","3","6","3","5","4","2","1","1","30","86","36","44","37","19","7","38","38","98"
"ENSG00000009709.12","30","7","0","3","0","0","1","0","0","1","1","1","0","0","0","1","0","0","1","1"
"ENSG00000009724.17","91","8","28","20","19","25","213","38","61","42","127","74","52","85","92","43","49","180","121","60"
"ENSG00000009765.15","4449","470","1422","1138","802","577","1738","787","2626","3697","2482","9509","1506","2219","2210","1517","1456","1766","1737","498"
"ENSG00000009780.16","439","516","252","396","265","352","904","730","543","679","602","746","502","559","792","724","535","708","572","520"
"ENSG00000009790.15","300","31","113","60","36","174","53","54","62","205","224","160","210","759","382","381","193","394","111","228"
"ENSG00000009830.12","1049","812","296","322","405","456","1258","780","725","847","875","681","524","789","820","522","346","764","906","804"
"ENSG00000009844.16","1767","3122","1309","2014","885","925","2928","1553","2284","2129","3457","3589","2687","2909","4809","2906","2517","2677","2714","1723"
"ENSG00000009950.16","2428","1139","495","218","402","1804","2967","78","1449","535","371","5239","109","439","240","223","159","350","317","323"
"ENSG00000009954.11","8462","5562","2114","2174","1849","2005","5651","5096","6894","5493","5112","3960","2724","5315","5534","3016","2114","3354","4848","4933"
"ENSG00000010017.13","1298","1259","792","1105","557","850","1620","1087","1240","963","1950","1795","1313","1363","2150","1234","986","1414","1563","1481"
"ENSG00000010030.14","247","1142","244","340","231","864","485","262","121","2424","177","854","107","244","312","533","288","149","257","739"
"ENSG00000010072.16","323","419","316","388","416","284","611","358","364","458","454","513","467","463","636","438","367","490","436","336"
"ENSG00000010165.20","2076","1817","1125","1488","2363","1126","2303","1687","2182","2096","2567","2184","1237","2125","3178","1785","1373","1715","2345","1896"
"ENSG00000010219.13","1092","368","521","848","375","300","2056","1185","561","2511","663","493","232","607","630","836","557","553","480","743"
"ENSG00000010244.19","7223","5788","3949","3216","3752","2607","8738","5703","7869","4909","5571","4412","4433","5450","7322","4662","3842","5716","5450","4198"
"ENSG00000010256.11","10295","17072","4810","6386","7969","5525","18244","11846","11694","13898","24621","26119","17563","17918","32815","24545","17649","19511","21053","11296"
"ENSG00000010270.14","1650","977","813","901","824","672","1346","947","1880","1045","1582","1982","795","1281","1530","1916","1432","1382","1266","1081"
"ENSG00000010278.15","19963","13927","10838","12811","14250","5633","33326","37185","20354","26552","39652","11257","30064","27516","48262","37715","32162","25353","28957","16445"
"ENSG00000010282.15","1","0","0","1","0","0","0","0","0","0","5","5","2","2","6","2","1","14","4","8"
"ENSG00000010292.13","4784","4867","2217","3342","2535","2464","6453","6470","6432","6374","5430","3581","2051","6029","7048","3121","2329","3114","6074","4449"
"ENSG00000010295.20","487","155","146","91","141","219","207","124","278","348","521","381","303","496","504","402","263","618","514","1026"
"ENSG00000010310.9","162","71","150","19","17","55","339","62","31","101","194","70","221","161","164","81","143","432","104","57"
"ENSG00000010318.21","165","39","85","132","67","63","422","533","175","197","562","595","206","460","649","390","302","458","442","260"
"ENSG00000010319.7","472","66","21","52","100","118","45","200","560","168","1305","4869","607","1109","1139","327","401","569","1725","2345"
"ENSG00000010322.16","4442","1622","1274","1138","1538","1465","5585","4316","3209","4637","5405","4043","2653","4441","5237","3161","2233","5123","4356","4141"
"ENSG00000010327.10","2220","839","902","693","717","1163","696","303","1336","2393","12533","3792","4139","4680","13690","3849","2629","11399","6826","9558"
"ENSG00000010361.14","296","22","258","53","283","62","65","492","73","245","344","330","120","185","318","375","209","209","322","418"
"ENSG00000010379.16","5","0","2","1","1","3","15","1","1","2","0","33","0","1","1","0","0","9","1","3"
"ENSG00000010404.18","380","223","83","107","121","130","226","111","325","172","402","845","318","425","504","346","227","401","367","329"
"ENSG00000010438.17","1539","2590","923","2668","2034","2042","3443","337","1868","707","4855","9293","4861","3192","7985","6103","5002","4507","2963","1265"
"ENSG00000010539.12","551","371","363","295","302","239","1363","449","487","425","429","312","242","299","443","339","378","317","269","308"
"ENSG00000010610.10","1556","1065","750","748","709","1437","356","149","865","2129","4464","2107","1748","3383","5344","3313","2013","3757","2169","6079"
"ENSG00000010626.15","337","220","89","152","90","133","824","379","543","204","230","143","114","143","251","310","216","171","149","272"
"ENSG00000010671.16","240","54","141","103","69","156","25","21","54","198","658","204","317","1302","653","554","364","587","296","536"
"ENSG00000010704.18","590","639","153","675","144","250","767","512","302","806","591","521","472","443","697","1017","757","564","872","835"
"ENSG00000010803.16","1834","956","989","818","1021","690","3085","2075","1776","1606","2582","2563","998","1651","2454","1915","1123","1521","2006","2153"
"ENSG00000010810.17","1137","1248","352","573","223","708","1035","3090","496","904","1643","1803","735","1737","1403","1264","799","892","1496","1952"
"ENSG00000010818.10","1519","1338","418","601","204","544","1444","1058","1180","843","1513","1790","962","1842","1451","579","472","985","1384","1390"
"ENSG00000010932.17","18","49","20","12","13","29","15","13","5","160","18","7146","15","19","21","20","13","10","23","60"
"ENSG00000011007.12","1927","544","596","1263","690","930","2755","1917","1859","2354","2517","2133","1677","2131","3040","1951","1402","2139","2266","2242"
"ENSG00000011009.11","4254","4135","650","2159","2508","2006","5217","3021","5496","3600","4089","5042","4443","4255","5609","4456","3785","3834","3939","3066"
"ENSG00000011021.23","807","319","233","214","90","296","883","402","905","656","905","1212","661","815","940","447","349","882","963","1211"
"ENSG00000011028.14","3223","2889","398","450","1127","1345","450","168","2970","1668","3090","1918","1952","2030","3269","1116","850","1648","2817","3386"
"ENSG00000011052.21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000011083.9","231","34","52","10","28","58","578","180","60","174","223","116","248","332","303","116","158","781","353","92"
"ENSG00000011105.14","2038","1535","214","517","761","580","1054","456","2687","1335","1393","1256","858","1009","1420","835","569","904","1331","1877"
"ENSG00000011114.15","1910","1734","753","1181","651","861","2612","1840","1486","1963","3146","2438","2033","2558","3964","1778","1361","2311","2910","2164"
"ENSG00000011132.12","884","681","297","396","879","301","1081","718","892","568","681","949","287","709","692","854","566","686","602","604"
"ENSG00000011143.19","1029","295","373","574","374","272","1184","653","947","599","611","505","290","465","714","462","328","553","530","506"
"ENSG00000011198.10","660","831","537","709","416","309","1372","1017","674","549","2430","2424","2843","1204","3578","1339","1299","1645","1888","985"
"ENSG00000011201.12","136","167","48","194","168","81","25","8","230","233","71","65","28","82","74","45","25","26","30","77"
"ENSG00000011243.18","1362","933","502","442","755","526","2260","1122","1651","1205","1047","839","457","778","1050","642","398","1001","837","711"
"ENSG00000011258.16","1590","807","932","1304","452","322","1542","990","2451","1560","1720","1363","845","1317","1988","1050","803","1263","1298","760"
"ENSG00000011260.14","2070","1078","1092","3295","1303","1121","2141","1666","3627","1772","1395","1240","665","1372","1677","1463","1110","1159","1216","950"
"ENSG00000011275.19","4027","1600","961","1361","1695","1103","2416","1851","3287","2428","2699","3069","1189","2271","2612","2166","1105","1760","2184","2958"
"ENSG00000011295.16","2876","2725","2547","560","712","1033","5660","1949","2903","3536","4208","4414","4565","3495","5229","2691","2619","3451","3628","1670"
"ENSG00000011304.22","17999","25335","8241","8961","14674","8666","21882","19013","22242","16155","16493","14693","10298","15571","21174","10613","8200","12978","15397","10613"
"ENSG00000011332.19","14","160","8","4","12","40","12","9","18","83","9","10","5","12","17","3","7","14","15","13"
"ENSG00000011347.10","4623","1028","1518","1281","1262","2108","2483","1852","12561","3473","2002","1091","711","2028","1745","802","1166","1550","964","1111"
"ENSG00000011376.12","2561","1925","1052","725","1217","769","2369","1697","3504","1699","2286","1091","1057","2184","2527","1278","1060","1592","3242","1832"
"ENSG00000011405.13","2598","2236","1718","1580","571","837","2831","2104","3201","2032","2622","2394","2087","2397","2957","1740","1303","2095","3301","2501"
"ENSG00000011422.12","1338","4096","753","1570","902","773","4009","1681","3042","2835","1209","1012","4325","2177","2413","741","1055","1869","1250","1741"
"ENSG00000011426.11","2164","5750","1165","1018","1527","967","2224","1541","3049","1752","792","378","262","764","1109","499","412","458","1142","1018"
"ENSG00000011451.21","3213","2486","1074","1533","3394","1373","3626","3028","3984","2982","2970","2589","1475","2152","3155","1841","1158","1913","3152","2394"
"ENSG00000011454.18","2448","1717","1306","1305","790","1186","3676","2164","2635","2040","4127","2624","2197","3428","3907","3458","2066","2910","3316","5486"
"ENSG00000011465.18","7041","8703","1499","3964","4576","4244","590","559","8593","3983","37588","25886","18484","16538","23690","32361","20998","16105","41717","41181"
"ENSG00000011478.13","586","394","347","422","462","229","1256","819","1235","640","607","461","280","426","760","654","541","650","598","352"
"ENSG00000011485.15","3011","3006","1189","1333","1725","1236","3220","1770","3828","1553","2807","1975","1650","2931","3125","2818","2059","2513","2449","2081"
"ENSG00000011523.14","2803","548","752","608","632","535","1715","1178","1436","1461","1864","756","658","1231","1914","1569","820","1013","1560","1791"
"ENSG00000011566.15","1805","1227","1333","1259","630","669","2701","1336","2583","1155","1618","2117","1042","1417","1789","1697","1121","1455","1319","1235"
"ENSG00000011590.14","29","8","16","5","17","18","54","7","32","26","25","9","20","68","18","19","20","19","4","31"
"ENSG00000011600.12","600","687","350","442","694","1022","241","91","520","1746","2271","1666","937","1331","3189","2516","1830","2030","1507","4239"
